name,rank,year_published,mechanics,categories,subdomains,playing_time,mfg_suggested_ages,user_suggested_ages,expansions,languages,honors,mfg_suggested_players,user_suggested_players,count_ratings,avg_ratings,std_deviation,count_views
Mogul,3251,2015,Mogul,"Auction/Bidding, Point to Point Movement, Stock Holding","Economic, Trains",45 minutes,13 and up,(no votes yet),,(no votes yet),,35,Best with 4 players,null,1.28,8790,null
Aztln,3252,2012,Country: Mexico,"Area Control / Area Influence, Simultaneous Action Selection","Ancient, Civilization",60 minutes,13 and up,10 and up,,Moderate in-game text - needs crib sheet or paste ups,,24,Best with 4 players,null,1.42,51460,null
Mermaid Rain,3253,2003,"Hand Management, Set Collection, Tile Placement",Exploration,"Family Games, Strategy Games",45 minutes,10 and up,8 and up,Admin: Better Description Needed!,Some necessary text - easily memorized or small crib sheet,2002 Japan Boardgame Prize Best Japanese Game Nominee,36,Best with 4 players,838,null,6.36,1.21
Mondo Sapiens,3254,2012,Mondo Sapiens Micro,"Pattern Building, Tile Placement",Real-time,2030 minutes,8 and up,(no votes yet),Mondo,No necessary in-game text,,14,,null,1.21,17833,null
Hunting Party,3255,2005,,"Auction/Bidding, Variable Player Powers","Adventure, Deduction, Exploration, Fantasy",90 minutes,13 and up,10 and up,,Extensive use of text - massive conversion needed to be playable,,25,Best with 3 players,null,1.55,52979,null
Simply Cosmic,3256,1995,Cosmic Encounter,Variable Player Powers,"Negotiation, Science Fiction",45 minutes,10 and up,(no votes yet),,(no votes yet),,24,,null,1.56,17353,null
City Council,3257,2013,"City Council: Government Agent Expansion, City Council: The Disaster Deck","Tile Placement, Voting, Worker Placement","City Building, Negotiation, Political",60 minutes,12 and up,12 and up,City Council: Deluxe Edition,Some necessary text - easily memorized or small crib sheet,Strategy Games,25,Best with 5 players,238,6.45,1.56,50674
Cappuccino,3258,2013,,"3D Games, Food / Cooking","Area Enclosure, Grid Movement, Modular Board",1020 minutes,8 and up,No necessary in-game text,,(4 voters) [,Abstract Strategy,24,,null,1.24,11726,null
Hapsburg Eclipse,3259,2014,Ottoman Sunset,"Action Point Allowance System, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement","Wargame, World War I",30 minutes,13 and up,12 and up,"Country: Austria, Victory Point Games States of Siege Series",(no votes yet),,12,Best with 1 players,null,1.11,20422,null
Berserk: War of the Realms,3260,2013,Berserk: Knights and Villains,"Area Movement, Dice Rolling, Hand Management, Variable Player Powers","Card Game, Fantasy, Fighting",4060 minutes,13 and up,10 and up,"Berserk: Tactical Card Game  War of Realms, Berserk: Trading Card Game",Moderate in-game text - needs crib sheet or paste ups,"Customizable Games, Strategy Games",24,Best with 2 players,1090,null,6.67,1.76
Singapore,3261,2011,Singapore: Essen 2011 bonus tiles,"Action Point Allowance System, Card Drafting, Grid Movement, Modular Board",Economic,90 minutes,12 and up,10 and up,"Asian Theme, Cities: Singapore, Country: Singapore",No necessary in-game text,,34,Best with 3 players,null,1.38,54072,null
Bloom,3262,2008,Flowers,"Set Collection, Tile Placement","Abstract Strategy, Farming",60 minutes,8 and up,10 and up,,No necessary in-game text,"Family Games, Strategy Games",25,Best with 45 players,824,null,6.51,1.21
Kings of War,3263,2010,,"The Basilean Legacy, Hellfire & Stone, Kings and Legends",Dice Rolling,60 minutes,,Moderate in-game text - needs crib sheet or paste ups,,,"Fantasy, Miniatures, Wargame",2,,101,7.57,1.88,33512
Clue FX,3264,2003,,"3D Games, Cluedo","Hand Management, Paper-and-Pencil",30 minutes,8 and up,Unplayable in another language,,,"Bluffing, Deduction, Electronic, Murder/Mystery",24,,456,6.15,1.57,53920
Da ist der Wurm drin,3265,2011,"Betting/Wagering, Dice Rolling","Animals, Children's Game, Dice, Racing",Children's Games,1520 minutes,4 and up,3 to 10,Animals: Worms,No necessary in-game text,"2011 Spiel des Jahres Kinderspiel Nominee, 2011 Spiel des Jahres Kinderspiel Winner, 2012 rets Spel Best Children's Game Nominee, 2012 rets Spel Best Children's Game Winner",24,Best with 4 players,197,6.52,1.38,17012
Scream Machine,3266,2003,,"Action Point Allowance System, Card Drafting, Set Collection",Card Game,45 minutes,7 and up,6 and up,,No necessary in-game text,,36,(Not best with any number),null,1.22,40505,null
Le Donjon de Naheulbeuk,3267,2010,Le Donjon de Naheulbeuk: La marche Barbare,"Co-operative Play, Variable Player Powers","Action / Dexterity, Comic Book / Strip, Fantasy, Humor",60 minutes,10 and up,8 and up,,Extensive use of text - massive conversion needed to be playable,"Party Games, Thematic Games",36,Best with 56 players,152,null,6.87,1.38
Railroad Barons,3268,2010,18xx,"Card Drafting, Stock Holding","Card Game, Economic, Trains",45 minutes,12 and up,12 and up,,Some necessary text - easily memorized or small crib sheet,Strategy Games,2,Best with 2 players,246,6.33,1.51,39875
Apples to Apples Kids,3269,2001,Apples to Apples,Apples to Apples,"Card Game, Children's Game, Humor, Party Game",30 minutes,7 and up,6 and up,,Unplayable in another language,Children's Games,410,Best with 58 players,351,6.19,1.48,47326
Arnhem: Defiant Stand,3270,2003,Arnhem: Defiant Stand Master Set,Arnhem: Defiant Stand & Scottish Corridor Gamers Guide,"Action Point Allowance System, Dice Rolling, Hex-and-Counter, Secret Unit Deployment",90 minutes,12 and up,Extensive use of text - massive conversion needed to be playable,ATS Core Module: Arnhem  One Bridge... Too Far 1944,,"Wargame, World War II",26,,98,7.65,1.91,37017
Res Publica,3271,1991,"Set Collection, Trading","Card Game, Civilization",Strategy Games,3060 minutes,10 and up,8 and up,Res Publica: 2230AD,No necessary in-game text,"1991 Fairplay  la carte Winner, 1998 Fairplay  la carte Winner",35,(Not best with any number),776,5.95,1.47,71391
Rio de la Plata,3272,2010,"Cities: Buenos Aires (Argentina), Country: Argentina","Area Control / Area Influence, Auction/Bidding, Dice Rolling, Partnerships","City Building, Civilization",90 minutes,14 and up,14 and up,,No necessary in-game text,Strategy Games,25,Best with 5 players,210,6.49,1.73,51711
Steam Noir: Revolution,3273,2013,"Crowdfunding: Startnext, Steampunk","Hand Management, Simultaneous Action Selection","Bluffing, Card Game, Comic Book / Strip, Negotiation",60 minutes,12 and up,12 and up,,No necessary in-game text,,35,Best with 45 players,null,1.54,30372,null
Proteus,3274,2001,Chess Games,"Grid Movement, Variable Player Powers","Abstract Strategy, Dice",30 minutes,8 and up,10 and up,,No necessary in-game text,Abstract Games,2,Best with 2 players,182,6.56,1.30,28135
Why Did the Chicken...?,3275,2004,,,Paper-and-Pencil,3060 minutes,12 and up,Unplayable in another language,,,"Humor, Party Game",48,,368,6.14,1.71,46162
Firepower,3276,1984,Country: Vietnam,"Chit-Pull System, Dice Rolling, Hex-and-Counter","Modern Warfare, Vietnam War, Wargame",60 minutes,12 and up,14 and up,,Moderate in-game text - needs crib sheet or paste ups,Wargames,16,Best with 2 players,413,6.14,1.51,60790
Zoff in Buffalo,3277,1998,,Animals: Cattle,Simultaneous Action Selection,45 minutes,12 and up,No necessary in-game text,,(4 voters) [,"American West, Farming",25,,null,1.13,23757,null
Birds of Prey: Air Combat in the Jet Age,3278,2008,"Hex-and-Counter, Simulation","Aviation / Flight, Miniatures, Modern Warfare, Wargame",Wargames,120 minutes,,16 and up,"Birds of Prey: Airborne Alert, Birds of Prey: Fighter Sweep, Birds of Prey: Reinforcement Pack A  Interceptors and Aggressors",Moderate in-game text - needs crib sheet or paste ups,2008 Charles S. Roberts Best Post-WW2 era Board Game Nominee,28,"Best with 2, 4 players",108,7.65,2.18,84638
Give Me the Brain!,3279,1996,"Action Point Allowance System, Auction/Bidding, Hand Management","Card Game, Zombies","Family Games, Thematic Games",30 minutes,10 and up,8 and up,Cheapass Zombie Series,Moderate in-game text - needs crib sheet or paste ups,1997 Origins Awards Best Tradtional Card  Game Winner,38,Best with 34 players,967,null,5.86,1.53
White Death,3280,1979,,"Dice Rolling, Hex-and-Counter","Wargame, World War II",240 minutes,12 and up,(no votes yet),,(no votes yet),Wargames,14,,97,7.63,1.36,21457
Warriors & Traders,3281,2011,"Warriors & Traders: Italia, Warriors & Traders: Middle Ages","Action Point Allowance System, Area Control / Area Influence, Area Movement, Partnerships","Economic, Medieval, Negotiation, Territory Building",120 minutes,12 and up,12 and up,,Some necessary text - easily memorized or small crib sheet,Strategy Games,26,Best with 6 players,272,6.41,1.72,103743
Lakota,3282,2004,,"3D Games, Kosmos native-art line","Abstract Strategy, Action / Dexterity",30 minutes,8 and up,5 and up,,No necessary in-game text,"Abstract Games, Family Games",26,(Not best with any number),853,null,6.27,1.35
Russian Civil War 1918-1922 (first edition),3283,1976,Country: Russia,"Area Movement, Variable Player Powers","Civil War, Wargame",120 minutes,12 and up,(no votes yet),,(no votes yet),Wargames,16,Best with 5 players,140,6.87,1.20,34965
Catan Junior,3284,2007,"Dice Rolling, Hand Management, Memory, Route/Network Building","Children's Game, Negotiation, Pirates",Children's Games,30 minutes,6 and up,5 to 8,"Catan: Junior, Die Siedler von Catan: Junior (2-4p)",No necessary in-game text,"2011 Le Lys Enfant Finalist, 2014 Guldbrikken Best Children's Game Nominee",34,(Not best with any number),227,6.42,1.50,42448
Search for the Emperor's Treasure,3285,1981,Magazine: Dragon,The Best of Dragon Magazine Games,"Adventure, Economic, Exploration, Fantasy",60 minutes,10 and up,(no votes yet),,Moderate in-game text - needs crib sheet or paste ups,Thematic Games,210,Best with 3 players,151,6.87,1.37,29834
Advanced Squad Leader: Starter Kit Historical Module 1  Decision at Elst,3286,2014,"Advanced Squad Leader, Advanced Squad Leader Starter Kit",Hex-and-Counter,"Wargame, World War II",minutes,,14 and up,,Extensive use of text - massive conversion needed to be playable,Wargames,2,Best with 2 players,60,8.41,1.55,24121
Na Grunwald: rycerze krla Jagiey,3287,2010,Country: Poland,"Auction/Bidding, Worker Placement",Medieval,60 minutes,10 and up,10 and up,,Some necessary text - easily memorized or small crib sheet,,24,Best with 34 players,null,1.16,12960,null
504,3288,2015,,"Area Control / Area Influence, Area Enclosure, Area Movement, Auction/Bidding","City Building, Economic, Exploration, Farming",30120 minutes,12 and up,12 and up,,No necessary in-game text,Strategy Games,24,Best with 34 players,89,7.57,2.02,171512
Germantown,3289,2010,"Battles of the American Revolution, Country: USA",Hex-and-Counter,"Age of Reason, American Revolutionary War, Wargame",180 minutes,,14 and up,,(no votes yet),Wargames,2,Best with 2 players,91,7.47,1.08,26873
Legends of the Old West,3290,2004,,"The Alamo: Victory or Death, Frontier: Blood on the Plains, Showdown","Dice Rolling, Modular Board, Variable Player Powers",45 minutes,12 and up,Moderate in-game text - needs crib sheet or paste ups,,(1 voter) [,"American West, Fighting, Miniatures, Wargame",28,,null,1.50,44404,null
A Fearful Slaughter: The Battle of Shiloh,3291,2004,Regimental Sub-Series,"Dice Rolling, Hex-and-Counter, Simulation","American Civil War, Wargame",300 minutes,12 and up,No necessary in-game text,,,Wargames,12,,85,7.74,1.28,38530
Sultans of Karaya,3292,2011,,"Partnerships, Player Elimination, Variable Player Powers","Arabian, Bluffing",60 minutes,12 and up,10 and up,,Some necessary text - easily memorized or small crib sheet,"Family Games, Party Games",515,(Not best with any number),843,null,6.50,1.49
Atlas & Zeus,3293,2004,"Admin: Better Description Needed!, Eurogames Games for 2 Series","Action / Movement Programming, Area Control / Area Influence, Hand Management, Simultaneous Action Selection",Mythology,30 minutes,10 and up,10 and up,,Moderate in-game text - needs crib sheet or paste ups,"Family Games, Strategy Games",2,Best with 2 players,849,null,6.35,1.22
"Oh, Really!",3294,2003,,"Partnerships, Voting",Party Game,20 minutes,12 and up,12 and up,,Extensive use of text - massive conversion needed to be playable,,38,Best with 56 players,null,1.36,33001,null
The Little Orchard,3295,2004,"Animals: Crows, HABA Mitbringspiele series, HABA Obstgarten (Orchard) series",Memory,"Children's Game, Deduction, Dice, Memory",15 minutes,3 and up,3 to 6,,No necessary in-game text,Children's Games,14,Best with 4 players,193,6.57,1.41,18500
Sky Traders,3296,2012,Steampunk,"Area Movement, Commodity Speculation, Dice Rolling, Modular Board","Aviation / Flight, Fantasy, Transportation",180 minutes,14 and up,10 and up,,Some necessary text - easily memorized or small crib sheet,Thematic Games,25,Best with 4 players,390,6.26,1.77,118943
Yavalath,3297,2007,Apocalypse Pack,Pattern Building,Abstract Strategy,10 minutes,,8 and up,"Combinatorial, Computer-generated games, n in a row",No necessary in-game text,Abstract Games,23,Best with 2 players,126,7.10,1.42,22375
Western Front Tank Leader,3298,1987,Tank Leader series,"Hex-and-Counter, Simulation","Wargame, World War II",240 minutes,12 and up,2,,Unplayable in another language,Wargames,2,Best with 2 players,165,6.70,1.43,29910
Winter War,3299,1972,"Country: Finland, Magazine: Strategy & Tactics","Dice Rolling, Hex-and-Counter","Wargame, World War II",90 minutes,12 and up,12 and up,,Some necessary text - easily memorized or small crib sheet,Wargames,2,Best with 2 players,134,7.00,1.33,27029
Yahtzee Deluxe Poker,3300,1994,Yahtzee,"Auction/Bidding, Betting/Wagering",Dice,20 minutes,12 and up,10 and up,,No necessary in-game text,Party Games,26,Best with 46 players,434,6.07,1.34,40651
Intruder,3301,1980,Hidden Intruder,"Co-operative Play, Hex-and-Counter, Roll / Spin and Move, Secret Unit Deployment","Horror, Science Fiction",30 minutes,10 and up,10 and up,"Aliens, Solitaire Games, Task Force Games: Pocket Games series",(no votes yet),Thematic Games,12,Best with 1 players,209,6.56,1.52,61834
Yin Yang,3302,2010,Relationship Tightrope,"Hand Management, Set Collection, Trick-taking",Card Game,30 minutes,8 and up,8 and up,Gryphon Tin Box Games series,No necessary in-game text,Family Games,35,(Not best with any number),253,6.32,1.13,16468
Pandnte,3303,2014,Pandnte: Light & Dark,"Betting/Wagering, Variable Player Powers","Bluffing, Card Game, Print & Play",30 minutes,13 and up,(no votes yet),Pandnte (Second Edition),Some necessary text - easily memorized or small crib sheet,Abstract Games,26,Best with 4 players,184,6.77,1.72,24528
Templar: The Secret Treasures,3304,2013,"Templar Queenie 1: The Messages & The Coins, Templar Queenie 2: The Secret Letters, The Tapestries & The Lamps, Templar Queenie 3: The Catacombs, Templar Queenie 4: The Keys",Area Movement,Medieval,60 minutes,8 and up,8 and up,Palacio de Viana,No necessary in-game text,,25,Best with 4 players,null,1.33,42708,null
Mustangs,3305,1991,Mustangs Expansion Module,"Hex-and-Counter, Simultaneous Action Selection","Aviation / Flight, Wargame, World War II",90 minutes,10 and up,12 and up,Smithsonian Institute Series,Some necessary text - easily memorized or small crib sheet,Wargames,24,"Best with 2, 4 players",217,6.45,1.29,32321
Schnapsen,3306,1715,,Traditional Card Games,"Memory, Trick-taking",20 minutes,8 and up,No necessary in-game text,,(4 voters) [,Card Game,2,,null,1.49,22370,null
Dogfight,3307,1962,American Heritage Games,Recon Strategy,"Hand Management, Roll / Spin and Move",45 minutes,10 and up,Some necessary text - easily memorized or small crib sheet,,,"Aviation / Flight, Wargame, World War I",24,,329,6.22,1.42,62025
Basari: Das Kartenspiel,3308,2014,"Set Collection, Simultaneous Action Selection","Bluffing, Card Game, Negotiation",,30 minutes,10 and up,(no votes yet),"Basari, Edel, Stein & Reich",(no votes yet),"2014 Kinderspielexperten ""8-to-13-year-olds"" Nominee",35,Best with 4 players,null,0.99,10349,null
Panzer (first edition),3309,1979,"Solitaire Scenarios for Use with Panzer, Armor, and 88",Hex-and-Counter,"Wargame, World War II",120 minutes,12 and up,12 and up,Panzer (second edition),Some necessary text - easily memorized or small crib sheet,Wargames,2,(Not best with any number),107,7.20,1.54,33773
